id,brand,car_model,type,desc,problem,datetime,status
512185,中国重汽,豪沃,轻型仓栅式货车,中国重汽豪沃轮毂螺丝脱落造成车轮变形,"G200,G132,I295,",2020-08-21,信息审核
512178,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜发动机抖动 故障灯亮,"A24,A34,",2020-08-21,处理反馈
512174,华晨中华,中华V7,2018款 280T DCT 豪华型 5座,中华V7发动机有漏油的现象要求处理	,"A12,",2020-08-21,信息审核
512172,长城汽车,欧拉黑猫,2019款 灵趣版 310km,欧拉黑猫车联网服务无法使用厂家不解决,"H155,I295,",2020-08-21,用户评分
512170,一汽丰田,皇冠,2015款 2.0T  精英版,一汽丰田皇冠车辆后挡风玻璃自爆,"H113,",2020-08-21,信息审核
512168,众泰汽车,云100,2014款 云100 舒适型,众泰云100动力电池故障无配件4S店不处理,"H343,H344,I295,I294,N318,",2020-08-21,信息审核
512164,奇瑞汽车,艾瑞泽7,2016款 1.6L CVT 致享版,奇瑞艾瑞泽7变速箱抖动希望厂家质保,"B95,",2020-08-21,处理反馈
512159,东风日产,骐达TIIDA,2021款 1.6L CVT 智行版,东风日产骐达电瓶故障导致亏电希望处理,"H146,",2020-08-21,用户评分
512158,观致汽车,观致3,2016款 1.6L 自动 致悦型 三厢,观致3空调调节故障 变速箱异响,"B33,H101,",2020-08-21,信息审核
512155,广汽本田,雅阁,2016款 2.0L CVT  舒适版,广汽本田雅阁安全带异响 扶手箱异响,"H164,H118,",2020-08-21,处理反馈
512154,华晨中华,中华V7,2019款 运动款 280T 自动 豪华型,华晨中华V7空调压缩机损坏厂家不提供配件,"H101,I282,",2020-08-21,信息审核
512150,华晨宝马,宝马3系,2020款 325Li M运动套装,华晨宝马3系发动机漏防冻液希望厂家处理,"A37,",2020-08-21,用户评分
512143,Jeep（进口）,指南者（进口）,2014款 2.4L 自动 四驱 舒适版 改款,进口Jeep指南者车内异味希望尽快处理,"H185,",2020-08-21,厂家受理
512142,一汽-大众奥迪,奥迪Q5,2015款 40 TFSI 舒适型 5座,一汽大众奥迪Q5维修技术差 使用故障件,"J303,N316,",2020-08-21,信息审核
512141,道奇（进口）,酷威,2013款 2.4L 两驱尊尚版,道奇酷威倒车影像失灵希望尽快处理,"H134,",2020-08-21,信息审核
512139,上汽大众,途观L,2018款 380TSI 自动 四驱 旗舰版,上汽大众途观L自适应巡航控制系统经常故障,"H253,",2020-08-21,处理反馈
512137,广汽本田,冠道,2017款 240TURBO CVT 两驱 精英版,广汽本田冠道发动机报警 喷油嘴故障,"A53,",2020-08-21,处理反馈
512134,吉利汽车,远景X3,2020款 1.5L CVT 尊贵型,吉利远景X3交订金后未依照合同提供车,"L312,L311,",2020-08-21,处理反馈
512133,长城汽车,哈弗H2,2016款 1.5T 手动 两驱精英型,哈弗H2方向机异响卡顿希望厂家处理问题,"D59,D123,",2020-08-21,处理反馈
512129,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳大灯透镜发白 灯光照度减弱,"H82,",2020-08-21,处理反馈
512128,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 风尚版 国V,一汽丰田RAV4荣放电瓶亏电 电路漏电,"H146,H110,",2020-08-21,信息审核
512117,长城汽车,哈弗H2,2018款 1.5T 双离合 两驱 豪华型 红标,哈弗H2经销商更换车门与原厂配件不符,"N317,N319,",2020-08-21,处理反馈
512114,北京奔驰,奔驰GLB,2020款 改款 GLB 200 动感型,北京奔驰GLB发动机漏油存在质量问题,"A12,",2020-08-21,信息审核
512113,奔驰（进口）,奔驰C级（进口）,2018款 200 轿跑车,进口奔驰C级方向盘异响主驾座椅皮革破损,"D59,H157,I297,",2020-08-21,信息审核
512106,沃尔沃（进口）,沃尔沃XC60（进口）,2014款 2.0T DCT T5 智雅版,进口沃尔沃XC60发动机故障灯亮4S店不解决,"A34,I295,",2020-08-21,信息审核
512104,上汽集团,荣威550,2010款 1.8 自动 世博风尚版,上汽荣威550手刹手柄塑料件开裂脱落,"H168,",2020-08-21,处理反馈
512102,开瑞汽车,开瑞K60EV,2018款 豪华版,开瑞K60EV刹车偏软4S店不予解决,"E269,I295,",2020-08-21,处理反馈
512101,一汽-大众,速腾,2020款 280TSI DSG 豪华型 国VI,一汽大众速腾组合仪表故障厂家无配件供应,"H202,N318,",2020-08-21,用户评分
512095,东风日产,逍客,2019款 2.0L CVT 豪华版,东风日产逍客行驶中刹车失灵造成事故,"A9,A35,E29,H170,",2020-08-21,处理反馈
512092,一汽丰田,卡罗拉,2017款 1.2T S-CVT GL 改款,一汽丰田卡罗拉变速箱异响希望给予处理,"B33,I295,",2020-08-21,信息审核
512087,上汽集团,荣威RX8,2018款 30T 两驱 智联网 旗舰版 7座,上汽荣威RX8刹车漏油电动尾门无自动功能,"E99,H68,I297,",2020-08-21,处理反馈
512085,东风标致,标致308,2014款 乐享版 经典 1.6L 手动 优尚型,东风标致308油表不准要求厂家给予解决,"H344,",2020-08-21,用户评分
512078,东风雪铁龙,C4世嘉,2016款 1.6L 手动 舒适型,东风雪铁龙C4世嘉方向盘间歇大4S店不保修,"D337,I297,",2020-08-21,用户评分
512053,上汽斯柯达,明锐,2019款 TSI230 DSG 智行豪华版 国VI,斯柯达明锐变速箱挂挡异响严重厂家不解决,"B33,I295,",2020-08-21,处理反馈
512045,汉腾汽车,汉腾X7,2018款 X7S 1.5T 手动 尊享型,汉腾X7经销商置换补贴承诺一直未兑现,"L313,",2020-08-21,厂家受理
512043,一汽-大众,宝来,2019款 1.5L 自动 时尚型,一汽大众宝来起步或加速时发动机爆震,"A9,A18,J298,",2020-08-21,处理反馈
512041,东风日产,骐达TIIDA,2019款 1.6L CVT 智尊版 国Ⅵ,东风日产骐达悬架生锈腐蚀厂家不处理,"G180,",2020-08-21,处理反馈
512039,广汽乘用车,传祺GA6,2016款 235T DCT 精英版,广汽传祺GA6玻璃生产日期与车身日期不一致,"M284,",2020-08-21,处理反馈
512038,一汽-大众,宝来,2019款 280TSI DSG 精英型,一汽大众宝来变速箱异响希望厂家处理问题,"B19,",2020-08-21,处理反馈
512035,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳发动机启停系统有时失效,"H263,",2020-08-21,处理反馈
512032,东风日产,骐达TIIDA,2021款 1.6L CVT 智行版,东风日产骐达新车电瓶亏电希望处理,"H146,",2020-08-21,处理反馈
512029,吉利汽车,帝豪GS,2018款 1.8L 自动 优雅版 领尚型,吉利帝豪GS起步动力消失 变速箱换挡异响,"A255,B33,",2020-08-21,用户评分
512020,一汽奔腾,奔腾X40,2019款 1.6L 手动 豪华型 国VI,一汽奔腾X40发动机故障灯亮希望处理,"A34,",2020-08-21,处理反馈
512018,上汽通用五菱,五菱荣光新卡,2019款 1.5L 双排 L3C,五菱荣光新卡车身生锈漆面鼓包要求解决,"H79,H81,",2020-08-21,用户评分
512016,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客变速箱抖动故障灯常亮,"B95,B96,",2020-08-21,处理反馈
512012,北京现代,现代ix35,2013款 2.0L 自动 四驱 智能型GLS 国IV,北京现代ix35左半轴漏油希望厂家处理,"G51,",2020-08-21,用户评分
512009,众泰汽车,众泰T700,2017款 1.8T 手动 尊享型,众泰T700火花塞断裂导致发动机拉缸,"A329,A336,",2020-08-21,厂家受理
512006,上汽大众,途观,2012款 2.0TSI 自动 四驱 菁英版,上汽大众途观天窗漏水严重希望处理,"H90,",2020-08-21,处理反馈
512004,奇瑞汽车,艾瑞泽GX,2019款 1.5T 自动 新型色版 国V,奇瑞艾瑞泽GX发动机抖动希望处理,"A24,",2020-08-21,处理反馈
512001,东风雪铁龙,世嘉,2012款 2.0 手动 品悦型 三厢,东风雪铁龙世嘉车内异味严重希望厂家处理,"H185,",2020-08-21,用户评分
512000,一汽-大众奥迪,奥迪A4L,2016款 2.0T 自动 运动型,一汽大众奥迪A4L发动机故障灯亮防冻液泄露,"A34,A37,",2020-08-21,信息审核
511996,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁经销商收回机动车登记证,"O353,",2020-08-21,处理反馈
511994,吉利汽车,缤瑞,2018款 14T CVT 缤致版,吉利缤瑞油底壳密封处渗油希望厂家处理,"A12,",2020-08-21,处理反馈
511993,威马汽车,威马EX5,2018款 EX5 400 Lite探索版,威马EX5不平路面刹车失灵4S店无法解决,"E29,H170,H340,",2020-08-21,处理反馈
511991,上汽大众,途观L,2018款 330TSI 自动 两驱 舒适版,上汽大众途观L行驶中后轮吃胎偏磨,"G245,I295,",2020-08-21,处理反馈
511990,一汽丰田,RAV4荣放,2020款 2.5L CVT 四驱 旗舰版 双擎,一汽丰田RAV4荣放新车发动机舱遗漏工具,"I295,J304,",2020-08-21,信息审核
511985,北京现代,瑞纳,2020款 1.4L 手动 焕新版,北京现代瑞纳半轴及稳定杆生锈严重,"H79,",2020-08-21,处理反馈
511983,福田汽车,祥菱M,2018款 1.5L M2非承载 双排 后双胎(载货)DAM15L,福田祥菱M排气管堵塞 动力不足 水温高,"A163,H54,",2020-08-21,信息审核
511976,一汽丰田,RAV4荣放,2015款 2.0L CVT 两驱都市版,一汽丰田RAV4荣放右前侧半轴防尘套漏油,"G51,",2020-08-21,信息审核
511971,上汽通用五菱,宝骏360,2019款 1.5L 自动 豪华型 国VI,宝骏360发动机故障灯报警4S店无法解决,"A34,J298,N320,",2020-08-21,处理反馈
511968,东风启辰,启辰D50,2012款 1.6 手动 尊贵版,启辰D50 4S店保养后动力减弱油耗升高	,"J300,",2020-08-21,信息审核
511964,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾变速箱异响跳挡希望厂家解决,"B33,B27,",2020-08-21,处理反馈
511962,广汽丰田,凯美瑞,2008款 240G 2.4 自动 豪华版,广汽丰田凯美瑞仪表台反光希望厂家解决,"H176,",2020-08-21,信息审核
511957,上汽斯柯达,明锐,2019款 1.5L 自动 智行舒适版 国VI,斯柯达明锐发动机故障灯亮希望厂家处理,"A34,",2020-08-21,处理反馈
511955,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 风尚PLUS版,一汽丰田RAV4荣放发动机异响故障灯常亮,"A9,A34,",2020-08-21,信息审核
511953,猎豹汽车,猎豹CS10,2017款 1.5T CVT 尊贵型,猎豹CS10变速箱传感器故障导致无法行驶,"B334,",2020-08-21,信息审核
511948,奇瑞新能源,奇瑞eQ1,2019款 小蚂蚁 智享版 4座 30.6kWh,奇瑞eQ1车辆行驶中动力消失要求厂家解决,"G117,H343,",2020-08-21,厂家受理
511941,东南汽车,东南DX3,2016款 1.5L 手动 旗舰型,东南DX3转向异响希望尽快解决问题,"C65,D59,",2020-08-21,处理反馈
